City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,salinas,36.6777,-121.6555,75.51,65,0,5.75,US,1692584476
357,watford city,47.8022,-103.2832,56.97,100,100,6.91,US,1692584655
358,skidaway island,31.9349,-81.0471,82.35,83,0,3.0,US,1692584657
359,inarajan village,13.2736,144.7484,84.58,88,100,10.85,GU,1692584658
360,poshekhon'ye,58.4993,39.1353,48.09,90,0,4.72,RU,1692584659
361,constantia,44.1833,28.65,77.68,48,0,9.35,RO,1692584283
362,ronne,55.1009,14.7066,62.51,94,46,5.75,DK,1692584661
363,dryden,49.7833,-92.7503,61.09,63,40,3.44,CA,1692584657
364,olyokminsk,60.3736,120.4264,64.36,56,1,8.5,RU,1692584663
365,constitucion,-35.3333,-72.4167,56.52,96,100,19.48,CL,1692584156
366,chonchi,-42.6128,-73.8092,49.12,97,100,5.19,CL,1692584133
367,carbonear,47.7332,-53.2148,67.68,97,100,12.19,CA,1692584665
368,fort mcmurray,56.7268,-111.381,67.51,55,75,3.44,CA,1692584257
369,vorontsovka,50.6132,40.3549,69.62,52,15,2.24,RU,1692584667
370,xinyuan,37.3,99.0,51.46,51,0,1.07,CN,1692584668
371,luanda,-8.8368,13.2343,69.8,88,75,5.75,AO,1692584669
372,bekovo,52.4663,43.712,64.62,81,97,4.81,RU,1692584670
373,mossel bay,-34.1831,22.146,64.33,41,1,23.04,ZA,1692584672
374,guadalajara,20.6667,-103.3333,69.57,73,100,3.44,MX,1692584379
375,yinchuan,38.4681,106.2731,84.29,16,0,7.16,CN,1692584674
376,dakhla,23.6848,-15.958,71.98,85,99,11.16,EH,1692584675
377,jieyang,23.5289,116.3642,85.93,75,80,2.33,CN,1692584676
378,rurrenabaque,-14.4413,-67.5278,77.09,56,100,1.57,BO,1692584677
379,rancho palos verdes,33.7445,-118.387,70.09,96,100,11.01,US,1692584629
380,tubarjal,30.4999,38.216,85.14,39,0,11.5,SA,1692584679
381,tuy hoa,13.0833,109.3,87.44,61,90,10.18,VN,1692584679
382,cill airne,52.05,-9.5167,58.3,96,63,6.38,IE,1692584680
383,bamboo flat,11.7,92.7167,77.09,88,100,9.22,IN,1692584681
384,quatre cocos,-20.2078,57.7625,68.09,76,0,5.39,MU,1692584682
385,salinopolis,-0.6136,-47.3561,80.04,79,4,12.77,BR,1692584202
386,antsiranana,-12.2787,49.2917,69.8,80,5,10.69,MG,1692584157
387,nizhneudinsk,54.9076,99.0276,61.23,63,90,1.05,RU,1692584086
388,yeniseysk,58.4497,92.1703,60.71,62,97,0.54,RU,1692584686
389,tampakan,6.4442,124.9264,84.49,78,100,0.76,PH,1692584687
390,cascais,38.6979,-9.4215,71.6,67,25,7.0,PT,1692584688
391,nouadhibou,20.931,-17.0347,82.38,65,98,12.66,MR,1692584688
392,ha giang,22.8333,104.9833,80.42,94,100,1.59,VN,1692584689
393,valparaiso,-33.0393,-71.6273,59.58,93,75,4.61,CL,1692584514
394,batesburg-leesville,33.9101,-81.5373,82.26,75,73,7.16,US,1692584690
395,ivdel',60.6911,60.4206,50.27,72,45,2.06,RU,1692584691
396,ringkobing,56.0901,8.244,55.02,88,0,9.51,DK,1692584693
397,klaksvik,62.2266,-6.589,54.52,98,81,14.27,FO,1692584694
398,hami,42.8,93.45,84.76,13,0,7.31,CN,1692584695
399,puerto aysen,-45.4,-72.7,40.24,100,100,2.64,CL,1692584696
400,nadi,-17.8,177.4167,84.2,65,40,13.8,FJ,1692584180
401,ariquemes,-9.9133,-63.0408,83.1,44,68,2.33,BR,1692584697
402,guozhen,34.3659,107.359,82.35,63,88,2.91,CN,1692584592
403,armacao de buzios,-22.7469,-41.8817,68.25,96,88,9.95,BR,1692584699
404,bela vista de goias,-16.9728,-48.9533,65.55,72,13,4.7,BR,1692584700
405,north bay,46.3168,-79.4663,68.02,88,100,12.66,CA,1692584700
406,yarkovo,57.4028,67.0786,54.86,61,100,4.03,RU,1692584701
407,bikenibeu village,1.3673,173.1241,80.56,89,75,4.61,KI,1692584704
408,el bauga,18.262,33.9081,94.28,31,100,11.92,SD,1692584116
409,orange,33.7,-117.7675,70.5,92,75,16.11,US,1692584424
410,howrah,22.5892,88.3103,86.0,84,40,9.22,IN,1692584203
411,bodo,67.28,14.405,57.04,94,100,13.8,NO,1692584708
412,coquimbo,-29.9533,-71.3436,58.73,88,0,6.91,CL,1692584546
413,remire-montjoly,4.9167,-52.2667,78.84,83,0,3.44,GF,1692584120
414,barcelos,41.5388,-8.6151,69.35,77,87,3.09,PT,1692584710
415,shache,38.4167,77.2406,83.23,21,7,11.79,CN,1692584711
416,muisne,0.6,-80.0333,77.5,83,100,12.03,EC,1692584712
417,kasungu,-13.0333,33.4833,62.1,56,0,2.93,MW,1692584713
418,tomatlan,19.9333,-105.25,78.58,92,100,0.56,MX,1692584714
419,verdal,63.7933,11.4817,59.04,98,100,1.79,NO,1692584715
420,shalqar,47.8333,59.6,78.69,28,19,7.72,KZ,1692584657
421,santa barbara,34.7333,-120.0343,67.23,66,0,0.0,US,1692584717
422,sur,22.5667,59.5289,81.72,73,89,6.67,OM,1692584188
423,abepura,-2.6333,140.5833,90.41,52,20,8.05,ID,1692584719
424,alesund,62.4723,6.1549,59.13,96,75,3.44,NO,1692584720
425,axim,4.8699,-2.2405,75.31,94,74,7.0,GH,1692584721
426,klyuchi,52.2667,79.1667,60.4,81,100,6.55,RU,1692584722
427,motueka,-41.1333,173.0167,64.09,46,37,4.23,NZ,1692584723
428,pacasmayo,-7.4006,-79.5714,68.7,85,16,9.89,PE,1692584724
429,saint-francois,46.4154,3.9054,69.24,94,0,2.3,FR,1692584724
430,brookings,44.3114,-96.7984,67.71,73,0,8.05,US,1692584049
431,metlili chaamba,32.2667,3.6333,86.94,27,0,9.22,DZ,1692584726
432,bonawon,9.134,122.9193,87.6,76,85,4.74,PH,1692584726
433,alpena,45.0617,-83.4327,70.11,77,0,10.36,US,1692584727
434,andergrove,-21.0833,149.1833,75.65,56,34,10.76,AU,1692584728
435,la breita,-4.2608,-80.8875,73.26,70,88,7.54,PE,1692584728
436,guarapari,-20.6667,-40.4975,70.7,94,98,3.44,BR,1692584729
437,mulayjah,27.271,48.4242,89.91,50,0,8.21,SA,1692584730
438,romorantin-lanthenay,47.4167,1.8333,67.42,77,0,2.3,FR,1692584730
439,shakawe,-18.3667,21.85,60.01,23,22,3.51,BW,1692584731
440,sao jose da coroa grande,-8.8978,-35.1478,75.74,88,79,8.79,BR,1692584732
441,freeport,40.6576,-73.5832,75.76,76,0,9.22,US,1692584452
442,dehdasht,30.7949,50.5646,80.85,32,14,3.51,IR,1692584733
443,mendoza,-32.8908,-68.8272,56.73,44,40,8.05,AR,1692584734
444,buenaventura,3.8801,-77.0312,75.79,96,100,3.27,CO,1692584652
445,castillos,-34.1667,-53.8333,45.77,78,100,4.85,UY,1692584209
446,tindouf,27.6711,-8.1474,95.45,20,20,11.5,DZ,1692584736
447,prado,-17.3411,-39.2208,75.06,85,0,12.24,BR,1692584576
448,crucecita,-28.95,-58.9833,61.27,77,0,6.85,AR,1692584737
449,khorinsk,52.1657,109.7726,60.84,54,42,9.1,RU,1692584738
450,murmashi,68.8154,32.8115,46.42,87,75,7.0,RU,1692584738
451,grande prairie,55.1667,-118.8027,68.18,37,0,11.5,CA,1692584685
452,kasane,-17.8167,25.15,61.93,31,13,4.85,BW,1692584730
453,amga,60.8953,131.9608,59.2,85,100,5.46,RU,1692584740
454,campos belos,-13.0367,-46.7717,83.34,30,68,1.88,BR,1692584740
455,mulki,13.1,74.8,76.28,94,40,0.0,IN,1692584741
456,rondonopolis,-16.4708,-54.6356,79.11,42,0,3.31,BR,1692584667
457,mata-utu,-13.2816,-176.1745,82.36,71,67,13.73,WF,1692584742
458,merizo village,13.2658,144.6691,84.13,88,100,10.65,GU,1692584742
459,mount pearl,47.5166,-52.7813,66.85,96,100,13.8,CA,1692584233
460,vorgashor,67.5833,63.95,44.42,85,100,7.43,RU,1692584332
461,mutuali,-14.8706,37.0044,66.61,54,0,1.99,MZ,1692584744
462,tarko-sale,64.9225,77.785,50.23,66,11,6.76,RU,1692584744
463,sao gabriel da cachoeira,-0.1303,-67.0892,80.22,77,69,1.79,BR,1692584745
464,miri,4.4148,114.0089,80.74,89,40,2.3,MY,1692584746
465,rudnichnyy,59.617,52.4703,49.68,81,95,4.83,RU,1692584747
466,vitali,7.3711,122.2886,85.75,67,73,2.57,PH,1692584747
467,mahibadhoo,3.7833,72.9667,82.74,74,3,12.46,MV,1692584748
468,north bend,43.4065,-124.2243,60.19,88,75,20.71,US,1692584749
469,tazovsky,67.4667,78.7,44.62,84,100,7.85,RU,1692584749
470,baardheere,2.3446,42.2764,77.56,76,92,16.98,SO,1692584750
471,dickinson,29.4608,-95.0513,88.0,74,0,10.36,US,1692584687
472,sangmelima,2.9333,11.9833,66.97,100,74,2.17,CM,1692584751
473,rio branco,-9.9747,-67.81,83.01,74,0,2.3,BR,1692584631
474,ahmetli,38.5196,27.9387,72.5,65,0,1.92,TR,1692584753
475,patterson,37.4716,-121.1297,84.34,29,100,4.45,US,1692584753
476,rampura,30.25,75.2333,87.08,67,3,6.67,IN,1692584754
477,ar ruways,24.1103,52.7306,88.77,70,100,9.78,AE,1692584754
478,chui,-33.6971,-53.4616,46.17,80,100,6.44,UY,1692584755
479,kerikeri,-35.2268,173.9474,58.91,73,13,10.0,NZ,1692584756
480,hasaki,35.7333,140.8333,88.41,77,80,7.78,JP,1692584756
481,guerrero negro,27.9769,-114.0611,76.89,68,100,5.84,MX,1692584184
482,inderbor,48.55,51.7833,78.89,38,21,4.92,KZ,1692584757
483,dubbo,-32.25,148.6167,62.73,55,42,4.61,AU,1692584758
484,kokstad,-30.5472,29.4241,48.69,17,0,6.02,ZA,1692584759
485,kiunga,-6.1219,141.2906,80.64,67,99,4.07,PG,1692584759
486,ankazoabo,-22.2833,44.5167,58.75,85,0,5.17,MG,1692584760
487,dalhart,36.0595,-102.5133,82.42,32,0,8.05,US,1692584602
488,coahuayana de hidalgo,18.7,-103.6583,80.71,85,100,3.74,MX,1692584333
489,velasco ibarra,-1.05,-79.6167,77.09,81,100,3.33,EC,1692584763
490,la passe,45.5549,-0.8967,73.63,59,3,10.25,FR,1692584340
491,sola,-13.8833,167.55,77.47,85,74,24.36,VU,1692584329
492,qrendi,35.8347,14.4583,76.66,88,20,3.44,MT,1692584767
493,chichihualco,17.6833,-99.65,68.61,76,100,2.3,MX,1692584767
494,takoradi,4.8845,-1.7554,74.98,95,53,7.2,GH,1692584768
495,tamanrasset,22.785,5.5228,78.71,29,40,6.91,DZ,1692584769
496,san luis de la paz,21.3,-100.5167,62.69,76,94,7.7,MX,1692584770
497,igarka,67.4667,86.5833,55.72,94,100,1.3,RU,1692584244
498,yasnyy,51.0333,59.8742,69.69,54,9,6.98,RU,1692584771
499,chilecito,-29.1619,-67.4974,59.04,31,2,2.75,AR,1692584773
500,villa de leyva,5.645,-73.5667,60.03,95,100,2.73,CO,1692584774
501,coyhaique,-45.5752,-72.0662,37.13,100,100,1.45,CL,1692584589
502,revda,56.801,59.9303,53.11,87,100,3.44,RU,1692584289
503,ondjiva,-17.0667,15.7333,63.09,24,0,4.5,AO,1692584776
504,takhatgarh,25.3333,73.0,80.78,75,33,7.92,IN,1692584777
505,kirklareli,41.7351,27.2252,71.08,53,0,10.22,TR,1692584778
506,buba,11.5833,-15.0,75.31,96,100,3.47,GW,1692584780
507,abadan,30.3392,48.3043,91.35,79,0,6.91,IR,1692584782
508,ust'-ilimsk,58.0006,102.6619,56.5,81,100,5.59,RU,1692584782
509,moirang,24.5,93.7667,72.27,98,100,1.61,IN,1692584783
510,bathsheba,13.2167,-59.5167,81.21,89,20,9.22,BB,1692584784
511,bubaque,11.2833,-15.8333,80.46,83,100,9.51,GW,1692584785
512,barra de santo antonio,-9.4047,-35.5072,74.48,88,83,9.6,BR,1692584786
513,lupane,-18.9315,27.807,56.66,43,5,4.97,ZW,1692584787
514,kapa'a,22.0752,-159.319,83.61,73,40,14.97,US,1692584788
515,aripuana,-9.1667,-60.6333,79.97,42,94,2.01,BR,1692584263
516,north battleford,52.7834,-108.2847,64.49,39,20,8.05,CA,1692584789
517,talakan,50.3167,130.3667,68.59,90,100,8.14,RU,1692584790
518,segorbe,39.8138,-0.4521,73.54,85,4,3.65,ES,1692584791
519,mitchell,43.7094,-98.0298,67.98,68,0,9.22,US,1692584706
520,al khums,32.6486,14.2619,78.51,79,0,6.91,LY,1692584793
521,meridian,43.6121,-116.3915,70.23,77,40,5.75,US,1692584301
522,mersa matruh,31.3525,27.2453,77.5,81,0,8.28,EG,1692584795
523,navolato,24.7672,-107.6944,84.38,74,100,8.01,MX,1692584796
524,gunnedah,-30.9833,150.25,66.69,38,0,5.84,AU,1692584796
525,zeya,53.75,127.2667,68.81,54,4,5.26,RU,1692584797
526,woolgoolga,-30.1106,153.2007,71.47,57,1,10.78,AU,1692584798
527,price,39.5994,-110.8107,85.26,20,40,10.36,US,1692584655
528,polyarnyy,69.1989,33.4478,47.41,87,100,17.56,RU,1692584234
529,acarau,-2.8856,-40.12,78.1,86,4,16.89,BR,1692584800
530,bonnyville,54.2668,-110.735,60.6,65,0,3.51,CA,1692584707
531,sandnessjoen,66.0217,12.6316,57.72,95,100,9.19,NO,1692584801
532,port hedland,-20.3167,118.5667,89.65,9,0,11.5,AU,1692584802
533,mandalgovi,45.7625,106.2708,55.98,58,8,12.19,MN,1692584803
534,arpacay,40.8487,43.3291,58.24,69,3,1.36,TR,1692584803
535,tanout,14.9709,8.8879,83.21,59,100,7.05,NE,1692584804
536,zhigalovo,54.8097,105.1578,52.11,92,100,1.72,RU,1692584805
537,zuunmod,47.7069,106.9528,52.83,71,50,4.92,MN,1692584805
538,sisimiut,66.9395,-53.6735,50.72,84,4,6.78,GL,1692584250
539,afaahiti,-17.75,-149.2833,78.67,83,88,15.12,PF,1692584295
540,taltal,-25.4,-70.4833,66.27,61,4,2.66,CL,1692584808
541,maintirano,-18.0667,44.0167,69.21,86,70,10.94,MG,1692584809
542,al hawatah,13.4167,34.6333,72.68,81,100,7.9,SD,1692584810
543,kozel'sk,54.0375,35.7716,63.14,98,100,7.05,RU,1692584810
544,madang,-5.2246,145.7966,84.92,65,99,7.09,PG,1692584811
545,keningau,5.3378,116.1602,81.0,81,97,0.67,MY,1692584812
546,darjiling,27.0333,88.2667,59.74,94,100,1.01,IN,1692584680
547,waingapu,-9.6567,120.2641,82.35,53,10,18.14,ID,1692584814
548,bouafle,6.9904,-5.7442,74.97,99,78,2.75,CI,1692584814
549,saldanha,-33.0117,17.9442,55.45,90,100,23.87,ZA,1692584320
550,chancay,-11.5714,-77.2672,66.22,86,71,6.06,PE,1692584816
551,east london,-33.0153,27.9116,68.41,24,0,6.6,ZA,1692584816
552,oelwein,42.6733,-91.9135,79.59,83,100,5.01,US,1692584817
553,laascaanood,8.4774,47.3597,71.73,79,76,28.07,SO,1692584818
554,puerto san jose,13.9256,-90.8244,82.09,82,100,7.61,GT,1692584819
555,oroqen zizhiqi,50.5667,123.7167,73.9,36,52,3.02,CN,1692584820
556,zhuanghe,39.7008,122.9911,73.63,94,100,4.94,CN,1692584821
557,waat,51.1454,6.4958,63.7,87,20,2.3,DE,1692584822
558,tidjikja,18.5564,-11.4271,84.02,51,56,8.25,MR,1692584823
559,koulikoro,14.0,-7.75,76.39,66,96,6.31,ML,1692584825
560,san fernando de apure,7.8878,-67.4724,77.79,92,100,1.95,VE,1692584826
561,san jose del cabo,23.0589,-109.6977,84.18,73,100,11.5,MX,1692584750
562,cine,37.6117,28.0614,69.21,71,0,2.1,TR,1692584829
563,bakchar,57.0186,82.0711,54.14,97,100,6.08,RU,1692584830
564,kurlovo,55.4325,40.4854,57.97,94,100,6.67,RU,1692584831
565,khanty-mansiysk,61.0042,69.0019,50.11,87,0,2.24,RU,1692584665
566,argo,37.6333,22.7333,85.78,43,0,8.16,GR,1692584833
